person_id,人名,分类,正式称号,活动年号,生卒,字或号,建议资源文件名,提示词,风格,负面提示词,参考现有画像
weiliangqing,魏良卿,朝臣,良卿肃宁伯,天启,生卒未详,,portrait_weiliangqing.png,为明代人物「魏良卿」绘制单人历史肖像。正式称号：良卿肃宁伯；分类：朝臣；活动年号：天启；生卒：生卒未详。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
weiliangbi,魏良弼,朝臣,松阳县知县,嘉靖,1523—？,,portrait_weiliangbi.png,为明代人物「魏良弼」绘制单人历史肖像。正式称号：松阳县知县；分类：朝臣；活动年号：嘉靖；生卒：1523—？。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
weiguan,魏观,朝臣,苏州府知府,洪武,1364—？,,portrait_weiguan.png,为明代人物「魏观」绘制单人历史肖像。正式称号：苏州府知府；分类：朝臣；活动年号：洪武；生卒：1364—？。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
weiji,魏骥,朝臣,浙江承宣布政使,永乐,1375—1472,仲房,portrait_weiji.png,为明代人物「魏骥」绘制单人历史肖像。正式称号：浙江承宣布政使；分类：朝臣；活动年号：永乐；生卒：1375—1472，字或号为「仲房」。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
lumu,鲁穆,朝臣,除福建道监察御史,永乐,1406—？,,portrait_lumu.png,为明代人物「鲁穆」绘制单人历史肖像。正式称号：除福建道监察御史；分类：朝臣；活动年号：永乐；生卒：1406—？。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
lujian,鲁鉴,朝臣,署都督,正统,生卒未详,,portrait_lujian.png,为明代人物「鲁鉴」绘制单人历史肖像。正式称号：署都督；分类：朝臣；活动年号：正统；生卒：生卒未详。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
luqin,鲁钦,朝臣,都督,万历,1621—？,,portrait_luqin.png,为明代人物「鲁钦」绘制单人历史肖像。正式称号：都督；分类：朝臣；活动年号：万历；生卒：1621—？。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
luduo,鲁铎,朝臣,翰林院编修,弘治,1486—？,,portrait_luduo.png,为明代人物「鲁铎」绘制单人历史肖像。正式称号：翰林院编修；分类：朝臣；活动年号：弘治；生卒：1486—？。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
baoxiangxian,鲍象贤,朝臣,巡抚,隆庆,1519—？,,portrait_baoxiangxian.png,为明代人物「鲍象贤」绘制单人历史肖像。正式称号：巡抚；分类：朝臣；活动年号：隆庆；生卒：1519—？。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
lushanji,鹿善继,朝臣,大理寺卿,万历,1536—？,,portrait_lushanji.png,为明代人物「鹿善继」绘制单人历史肖像。正式称号：大理寺卿；分类：朝臣；活动年号：万历；生卒：1536—？。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
maxi,麻僖,朝臣,同进士,万历,1606—？,,portrait_maxi.png,为明代人物「麻僖」绘制单人历史肖像。正式称号：同进士；分类：朝臣；活动年号：万历；生卒：1606—？。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
huangshiqing,黄世清,朝臣,户部主事,崇祯,1627—？,,portrait_huangshiqing.png,为明代人物「黄世清」绘制单人历史肖像。正式称号：户部主事；分类：朝臣；活动年号：崇祯；生卒：1627—？。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
huangzhongzhao,黄仲昭,朝臣,士,成化,1435—？,,portrait_huangzhongzhao.png,为明代人物「黄仲昭」绘制单人历史肖像。正式称号：士；分类：朝臣；活动年号：成化；生卒：1435—？。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
huangzuo,黄佐,朝臣,士,正德,1510—？,,portrait_huangzuo.png,为明代人物「黄佐」绘制单人历史肖像。正式称号：士；分类：朝臣；活动年号：正德；生卒：1510—？。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
huangfengxiang,黄凤翔,朝臣,翰林院编修,隆庆,生卒未详,,portrait_huangfengxiang.png,为明代人物「黄凤翔」绘制单人历史肖像。正式称号：翰林院编修；分类：朝臣；活动年号：隆庆；生卒：生卒未详。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
huangjiashan,黄嘉善,朝臣,宁夏巡抚,万历,1549—1624,惟尚,portrait_huangjiashan.png,为明代人物「黄嘉善」绘制单人历史肖像。正式称号：宁夏巡抚；分类：朝臣；活动年号：万历；生卒：1549—1624，字或号为「惟尚」。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
huangshijun,黄士俊,朝臣,文裕,万历,1570—1661,亮坦、象甫,portrait_huangshijun.png,为明代人物「黄士俊」绘制单人历史肖像。正式称号：文裕；分类：朝臣；活动年号：万历；生卒：1570—1661，字或号为「亮坦、象甫」。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
huangzicheng,黄子澄,朝臣,太常寺卿,洪武,生卒未详,子澄,portrait_huangzicheng.png,为明代人物「黄子澄」绘制单人历史肖像。正式称号：太常寺卿；分类：朝臣；活动年号：洪武；生卒：生卒未详，字或号为「子澄」。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
huangkongzhao,黄孔昭,朝臣,之后进都水员外郎,天顺,1460—？,,portrait_huangkongzhao.png,为明代人物「黄孔昭」绘制单人历史肖像。正式称号：之后进都水员外郎；分类：朝臣；活动年号：天顺；生卒：1460—？。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
huanghong,黄宏,朝臣,应天府乡试举人,弘治,生卒未详,,portrait_huanghong.png,为明代人物「黄宏」绘制单人历史肖像。正式称号：应天府乡试举人；分类：朝臣；活动年号：弘治；生卒：生卒未详。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
huangzongchang,黄宗昌,朝臣,知县,天启,1622—？,,portrait_huangzongchang.png,为明代人物「黄宗昌」绘制单人历史肖像。正式称号：知县；分类：朝臣；活动年号：天启；生卒：1622—？。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
huangzongming,黄宗明,朝臣,浙江承宣布政使,正德,1514—？,,portrait_huangzongming.png,为明代人物「黄宗明」绘制单人历史肖像。正式称号：浙江承宣布政使；分类：朝臣；活动年号：正德；生卒：1514—？。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
huangzongxi,黄宗羲,朝臣,思想家,崇祯,1610—1695,太冲,portrait_huangzongxi.png,为明代人物「黄宗羲」绘制单人历史肖像。正式称号：思想家；分类：朝臣；活动年号：崇祯；生卒：1610—1695，字或号为「太冲」。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
huangzongzai,黄宗载,朝臣,南京吏部尚书,洪武,1366—1444,原夫,portrait_huangzongzai.png,为明代人物「黄宗载」绘制单人历史肖像。正式称号：南京吏部尚书；分类：朝臣；活动年号：洪武；生卒：1366—1444，字或号为「原夫」。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
huangzunsu,黄尊素,朝臣,御史,万历,1584—1626,真长,portrait_huangzunsu.png,为明代人物「黄尊素」绘制单人历史肖像。正式称号：御史；分类：朝臣；活动年号：万历；生卒：1584—1626，字或号为「真长」。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
huanggong,黄巩,朝臣,福建承宣布政使,弘治,生卒未详,,portrait_huanggong.png,为明代人物「黄巩」绘制单人历史肖像。正式称号：福建承宣布政使；分类：朝臣；活动年号：弘治；生卒：生卒未详。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
huangyanqing,黄彦清,朝臣,并追崇刘皇后,建文,生卒未详,,portrait_huangyanqing.png,为明代人物「黄彦清」绘制单人历史肖像。正式称号：并追崇刘皇后；分类：朝臣；活动年号：建文；生卒：生卒未详。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
